author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Arthur Francis Smullyan; W. V. Quine	The Problem of Interpreting Modal Logic.	1947	12	4	139	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
Max Black	Donald Williams. The ground of induction. Harvard University Press, Cambridge, Mass., 1947, ix + 213 pp.	1947	12	4	141-144	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	A. N. Whitehead. Indication, classes, numbers, validation., by A. N. Whitehead, Philosophical Library, New York1947, pp. 313–331.	1947	12	4	144-144	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Max Black	A. N. Whitehead. Mathematics. Essays in science and philosophy, by A. N. Whitehead, Philosophical Library, New York1947, pp. 269–288.	1947	12	4	144-144	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	H. Meyer. Het waarheidsbegrip in een geformaliseerde semantiek (The concept of truth in a formalized semantics). Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, vol. 39 (1946–1947), pp. 99–110.	1947	12	4	144-145	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	Gustav Bergmann. Sense data, linguistic conventions, and existence. Philosophy of science, vol. 14 (1947), pp. 152–163.	1947	12	4	145-146	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Max Black. The limitations of a behavioristic semiolic. The philosophical review, vol. 56 (1947), pp. 258–272.	1947	12	4	146-147	bibliographical notice / unattributed review	philosophy, language, and inductive logic	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
	List of officers and members of the Association for Symbolic Logic	1947	12	4	148-148	association record	editorial/association apparatus				metadata only; full text not reached
	Members of the Association	1947	12	4	148-153	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
	Index of reviews	1947	12	4	154-162	review index	editorial/association apparatus				metadata only; full text not reached
	JSL volume 12 issue 4 Cover and Front matter	1947	12	4	f1-f5	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
J. C. C. McKinsey; Alfred Tarski	Some theorems about the sentential calculi of Lewis and Heyting	1948	13	1	1-15	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
John G. Kemeny	Models of logical systems	1948	13	1	16-30	primary technical publication	model theory and semantics	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Arthur Francis Smullyan	Modality and description	1948	13	1	31-37	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Frederic B. Fitch	Corrections to two papers on modal logic	1948	13	1	38-39	correction	propositional, many-valued, and modal logic				metadata only; full text not reached
Carl G. Hempel	Clarence Irving Lewis. An analysis of knowledge and valuation. The Paul Carus lectures, seventh series, 1945. The Open Court Publishing Company, La Salle, Ill., 1946, xxi + 567 pp.	1948	13	1	40-45	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
László Kalmár	Andrzej Mostowski. Axiom of choice for finite sets. Fundamenta mathematicae, vol. 33 (1945), pp. 137–168.	1948	13	1	45-46	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	Andrzej Mostowski. Axiom of choice for finite sets. Fundamenta mathematicae, vol. 33 (1945), pp. 137–168.	1948	13	1	46-48	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
W. Ackermann	László Kalmár und János Surányi. On the reduction of the decision problem. Second paper. Gödel prefix, a single binary predicate. Ebd., S. 65–73.	1948	13	1	48-48	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	W. V. Quine. On universals. Gödel prefix, a single binary predicate. pp. 74–84.	1948	13	1	48-49	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Nelson Goodman and W. V. Quine. Steps toward a constructive nominalism. Gödel prefix, a single binary predicate. pp. 105–122.	1948	13	1	49-50	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Garrett Birkhoff and S. A. Kiss. A ternary operation in distributive lattices.Bulletin of the American Mathematical Society, vol. 53 (1947), pp. 749–752.	1948	13	1	50-51	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	GR. C. Moisil. Notes sur les logiques non-chrysippiennes. Annates scientifiques de l'Universit´ de Jassy vol. 27 (1941), pp. 86–98.	1948	13	1	50-50	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	GR. C. Moisil. Recherches sur la theorie des chatnes. Annates scientifiques de l'Universit´ de Jassy vol. 27 (1941), pp. 181–240.	1948	13	1	50-50	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	GR. C. Moisil. Recherches sur les logiques non-chrysippiennes.Annates scientifiques de l'Universit´ de Jassy, première section, vol. 26 (1940), pp. 431–466.	1948	13	1	50-50	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
William Boone	A. H. Diamond and J. C. C. McKinsey. Algebras and their sub-algebras. Bulletin of the American Mathematical Society, vol. 53 (1947), pp. 969–962.	1948	13	1	51-51	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	Erik Götlind. Om nágra ekvivalenssatser i tvavärdelogiken (On some equivalence propositions in two-valued logic). Norsk matematisk tidsskrift, vol. 28 (1946), pp. 71–75.	1948	13	1	51-52	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. Markov. Névozmožnost‚ nékotoryh algorifmov v léorii associativnyh sistém (Impossibility of certain algorithms in the theory of associative systems). Doklady Akadémii Nauk SSSR, vol. 55 (1947), pp. 587–590.	1948	13	1	52-53	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	Erik Götlind. Ett axiomsystem för ulsagokalkylen (An axiom system for the prepositional calculus). Norsk matematisk tidsskrift, vol. 29 (1947), pp. 1–4.	1948	13	1	52-52	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. Markov. Névozmožnost‚ nékotoryh algorifmov v léorii associativnyh sistém (Impossibility of certain algorithms in the theory of associative systems). Doklady Akadémii Nauk SSSR, vol. 58 (1947), pp. 353–356.	1948	13	1	53-53	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. Markov. O nékotoryh nérazréšimyh problémah kasaúščihsá matric (On some unsolvable problems concerning matrices). Doklady Akadémii Nauk SSSR, vol. 57 (1947), pp. 539–542.	1948	13	1	53-54	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Henry M. Sheffer. Quantifiers. Freedom and experience, Essays presented to Horace M. Kallen, edited by Sidney Hook and Milton R. Konvitz, a publication of The New School for Social Research, Cornell University Press, Ithaca and New York1947, pp. 313–316.	1948	13	1	54-55	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
R. M. Robinson	Paul Csillag. Eine Bemerkung zur Auflösung der eingeschachtelten Rekursion. Acta scientiarum mathematicarum, vol. 11 (1947), pp. 169–173.	1948	13	1	54-54	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
David Nelson	Thoralf Skolem. The development of recursive arithmetic. Dixième Congrès des Mathématiciens Scandinaves, Copenhagen1946, 16 pp.	1948	13	1	54-54	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Brand Blanshard. The escape from philosophic futility. Freedom and experience, Essays presented to Horace M. Kallen, edited by Sidney Hook and Milton R. Konvitz, a publication of The New School for Social Research, Cornell University Press, Ithaca and New York1947, pp. 191–204.	1948	13	1	55-55	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Dimitri Riabouchinsky. Les diviseurs de zéro et le concept de l'origine d'un nombre.Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 212 (1941), pp. 677–680.	1948	13	1	55-56	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ernest Nagel. Sovereign reason. Freedom and experience, Essays presented to Horace M. Kallen, edited by Sidney Hook and Milton R. Konvitz, a publication of The New School for Social Research, Cornell University Press, Ithaca and New York1947, pp. 260–288.	1948	13	1	55-55	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Lillian R. Lieber. Mits, Wits and logic. Drawings by Hugh Gray Lieber. W. W. Norton & Company, Inc., New York1947, 240 pp.	1948	13	1	55-55	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	Abraham A. Fraenkel. The recent controversies about the foundation of mathematics. Scripta mathematica, vol. 13 nos. 1–2 (1947), pp. 17–36.	1948	13	1	56-56	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Jean Piaget. Classes, relations et nombres. Essai sur les- groupements de la logistique et sur la réversibilité de la pensée.J. Vrin, Paris1942, 323 pp.	1948	13	1	56-56	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Robert Feys	P. Hoenen. De structuur van het systeem der klassieke syllogismen. Bijdragen uitgegeven door de philosophische en theologische faculleiten der Noord- en Zuid-Nederlandse Jezuieten, t. 7 (1946), pp. 200–230. - P. Hoenen. La structure du systéms des syllogismes classiques. Traduction française du précédent. Gregorianum, t. 28 (1947), pp. 7–54.	1948	13	1	56-56	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Norma R. Chatalian	Silvio Minetti. Il principio del terzo escluso e la logica empirista di Brouwer. Sophia, vol. 9 (1941), pp. 179–197.	1948	13	1	56-57	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	F. L. Will. The contrary-to-fact conditional. Mind, n. s. vol. 56 (1947), pp. 236–249.	1948	13	1	57-58	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Virgil Hinshaw	Wilfrid Sellars. Pure pragmatics and epistemology. Philosophy of science, vol. 14 (1947), pp. 181–202.	1948	13	1	57-57	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	J. A. Passmore. Critical notice of Cohen's. A preface to logic, vol. 25 (1947), pp. 104–113.	1948	13	1	58-60	bibliographical notice / unattributed review	general mathematical logic	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
Charles A. Baylis	J. A. Passmore. Logical positivism. The Australasian journal of psychology and philosophy, vol. 21 (1943), pp. 65–92, and vol. 22 (1944), pp. 129–153. - J. A. Passmobe. Prediction and scientific law. The Australasian journal of psychology and philosophy, vol. 21 (1943), vol. 24 (1947), pp. 1–33.	1948	13	1	58-58	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Tenth Meeting of the Association for Symbolic Logic	1948	13	1	61-64	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	JSL volume 13 issue 1 Cover and Back matter	1948	13	1	b1-b2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 13 issue 1 Cover and Front matter	1948	13	1	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Paul Bernays	A system of axiomatic set theory—Part VI	1948	13	2	65-79	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
A. M. Turing	Practical forms of type theory	1948	13	2	80-94	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Frederic B. Fitch	An extension of basic logic	1948	13	2	95-106	primary technical publication	general mathematical logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Alfred Tarski	A problem concerning the notion of definability	1948	13	2	107-111	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
David Nelson	Reviews - Andrzej Mostowski. On definable sets of positive integers. Fundamenla mathematicae, vol. 34 (1946), pp. 81–112.	1948	13	2	112-113	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Reviews - Raphael M. Robinson. Primitive recursive functions. Bulletin of the American Mathematical Society, Bd. 53 (1947), S 925–942.	1948	13	2	113-114	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Reviews - K. R. Popper. Logic without assumptions. Proceedings of the Aristotelian Society, n.s. vol. 47 (1946–1947), pp. 251–292.	1948	13	2	114-115	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
G. Hasenjaeger	Reviews - R. Feys. Note complémentaire sur les méthodes de déduction naturelle. Revue philosophique de Louvain, Bd. 45 (1947), S. 60–72.	1948	13	2	114-114	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	Reviews - Hao Wang. A note on Quine's principles of quantification. The journal of symbolic logic, vol. 12 (1947), pp. 130–132.	1948	13	2	115-116	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	Reviews - GR. C. Moisil. Sur la structure algébrique de la logique de M. Bochvar. Disquisitiones mathematicae et physicae (Bucharest), vol. 1 (1940–1941), pp. 307–314.	1948	13	2	116-116	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Reviews - Kurt Gödel. What is Cantor's continuum problem?The American mathematical monthly, vol. 54 (1947), pp. 515–525.	1948	13	2	116-117	review	set theory and foundations	review-of-record entry reached		mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
Alonzo Church	Reviews - Friedrich Waismann. Einführung in das mathematische Denken. Die Begriffsbildung der modernen Mathematik. Introduction by Karl Menger. Second edition. Gerold & Co., Vienna1947, VII + 168 pp.	1948	13	2	117-117	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	Reviews - Grigore Constantin Moisil. L'algebra e la logica. Atti del Convegno Matematico, tenuto in Roma, 8–12 Nov. 1942, Reale Istituto Nazionale di Alta Matematica, Rome1945, pp. 143–152.	1948	13	2	118-118	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Reviews - Jean-Louis Destouches. Cours de logique et philosophie générale. I. Méthodologie de la physique théorique moderne. II. Notions de logistique. (Notes by Marie-Thérèse Pasturaud and Jeannine Viard.) Centre de Documentation Universitaire, Paris1946, iv + 115 pp.	1948	13	2	118-120	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. West Churchman	Reviews - Rudolf Carnap. On the application of inductive logic. Philosophy and phenomenological research, vol. 8 no. 1 (1947), pp. 133–148. - Nelson Goodman. On infirmities of confirmation-theory. Philosophy and phenomenological research, vol. 8 no. 1 (1947), pp. 149–151.	1948	13	2	120-121	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arthur Francis Smullyan	Reviews - Arthur F. Bentley. The new “semiotic.” English with Spanish abstract. Philosophy and phenomenological research, vol. 8 no. 1 (1947), pp. 107–132.	1948	13	2	121-122	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arthur Francis Smullyan	Reviews - Gustav Bergmann. Undefined descriptive predicates. English with Spanish abstract. Philosophy and phenomenological research, vol. 8 no. 1 (1947), pp. 55–82.	1948	13	2	121-121	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arthur Francis Smullyan; Gustav Bergmann	Undefined Descriptive Predicates.	1948	13	2	121	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg; Otso Aalto; Eino Kaila	Introduction to Modern Logic.	1948	13	2	122	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Reviews - Alberto E. Sagastume Berra. Sobre filosofía de las matemáticas. Anales de la Sociedad Cientifica Argentina, vol. 142 (1946), pp. 177–192.	1948	13	2	122-122	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	Reviews - Anders Wedberg. Den nya logiken (The new logic). Studentföreningen verdandis småskrifter nos. 477, 478. Part I, 61 pp., and Part II, 71 pp.; Albert Bonniers Förlag, Stockholm1945.	1948	13	2	122-122	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Reviews - Anders Wedberg. Johdatus nykyiseen logiikkaan (Introduction to modern logic). Finnish translation of the foregoing by Otso Aalto, with a preface by Eino Kaila. Kustannusosakeyhtiö Otava, Helsinki1947, 150 pp. - Dimitri Riabouchinsky. Sur les nombres d'origine imaginaire et la notion de signe d'un nombre complexe. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 225 (1947), pp. 1104–1106. See Errata, ibid., vol. 226 (1948), p. 136.	1948	13	2	122-122	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Reviews - H. Meyer. On definitions in symbolic logic. Synthese, vol. 5 (1946), pp. 261–266, 353–361.	1948	13	2	122-123	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Reviews - Hans A. Lindemann. Leibniz y la lógica moderna. Anales de la Sociedad Cientifica Argentina, vol. 142 (1946), pp. 164–176.	1948	13	2	122-122	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Reviews - Louis De Raeymaeker. Introduction à la philosophieEditions de l'Institut Supérieur de Philosophie, Louvain1938. Second edition, ibid. 1944, 272 pp.	1948	13	2	123-123	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Reviews - P. Césari. Le principe du tiers exclu. Revue philosophique de la France et de l'Étranger, vol. 137 (1947), pp. 385–400.	1948	13	2	123-124	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg; Jorgen Jorgensen	Psychology on a Biological Foundation.	1948	13	2	124	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg	Reviews - Ivar Segelberg. Begreppet egenskap. Några synpunkter. (The concept of property. Some remarks.) Stockholm1947, 140 pp.	1948	13	2	124-125	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg	Reviews - Ivar Segelberg. Bemerkungen zu einigen logischen Paradoxien. Theoria, vol. 9 (1943), pp. 157–162.	1948	13	2	124-124	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg	Reviews - Jørgen Jørgensen. Psykologi paa biologisk grundlag (Psychology on a biological foundation). Ejnar Munksgaard, Copenhagen1941, 683 pp.	1948	13	2	124-124	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Morton G. White	Reviews - C. Lewy. Truth and significance. Analysis (Oxford), vol. 8 no. 2 (n.s. no. 2) (1947), pp. 24–27.	1948	13	2	125-126	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
G. H. von Wright	Reviews - Uuno Saarnio. Kieli ja logiikka (Language and logic). Ajatus (Helsinki), vol. 14 (1947), pp. 167–185.	1948	13	2	125-125	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
G. H. von Wright	Reviews - Veli Valpola. Negaation asema tieloa esittävässä kielessä (The position of negation in a language which expresses knowledge). Ajatus (Helsinki), vol. 14 (1947), pp. 325–381.	1948	13	2	125-125	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Morton G. White	Reviews - Lewis S. Feuer. Analysis and scientific practice. Analysis (Oxford), vol. 8 no. 2 (n.s. no. 2) (1947), pp. 28–30.	1948	13	2	126-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Reviews - Ludovico Getmonat. Difficoltà del concetto di “insieme.”Analysis (Milan), vol. 2 no. 1 (1947), pp. 40–44.	1948	13	2	126-127	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1948	13	2	127-128	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
Alonzo Church	Reviews - Richabd Von Mises. Scientific conception of world. On a new textbook of positivism. Preprinted for the members of the Fifth International Congress for the Unity of Science, Cambridge, Mass., 1939, as from The journal of unified science, vol. 9; 5 pp. - Richard Von Mises. Scientific conception of the world. On a textbook of positivism. Analysis (Milan), vol. 2, no. 1 (1947), pp. 45–53.	1948	13	2	127-127	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Notice of a meeting of the Association	1948	13	2	128-128	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	JSL volume 13 issue 2 Cover and Back matter	1948	13	2	b1-b2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 13 issue 2 Cover and Front matter	1948	13	2	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Hao Wang	A new theory of element and number	1948	13	3	129-137	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Sören Halldén	A note concerning the paradoxes of strict implication and Lewis's system SI	1948	13	3	138-139	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
Gustav Bergmann	Contextual definitions in nonextensional languages	1948	13	3	140-140	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
John G. Kemeny	Játék a végtelennel. Matematika kivülállóknak - Rózsa Péter. Játék a végtelennel. Matematika kivülállóknak. (Playing with the infinite. Mathematics for outsiders.) Dante, Budapest1944, 328 pp.	1948	13	3	141-142	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. C. Cooley	E. P. Northrop. Fundamental mathematics. Prepared for the general course Mathematics 1 in the College. Second edition, planographed. The University of Chicago Bookstore, Chicago1946, xi + 24 + 12 + 16 + 14 + 100 + 42 + 3 + 25 + 36 + 31 + 40 + 44 + 1 pp.	1948	13	3	142-143	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Jean Cavaillés. Transfini et continu. Actualités scientifiques et industrielles 1020. Hermann & C ie , Paris1947, 24 pp.	1948	13	3	143-144	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Arnaud Denjoy. L'énumération transfinie. Livre I. La notion de rang.Gauthier-Villars, Paris1946, xxxvii + 200 pp.	1948	13	3	144-144	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Edmundo Curvelo. Introduçào á lógica. Biblioteca Cosmos no. 45. Cosmos, Lisbon1943, 158 pp.	1948	13	3	144-144	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. C. Cooley	Herbert L. Searles. Logic and scientific methods. An introductory course. The Ronald Press Company, New York1948, xii + 326 pp.	1948	13	3	144-144	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	A. J. Ayer. Thinking and meaning. Inaugural Lecture. H. K. Lewis & Co., London1947, title page + 28 pp.	1948	13	3	145-146	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Martin Johnson. Science and the meanings of truth. Studies introductory to asking what is meant today by physical explanation of Nature, by mechanisms of cause and effect, and by a claim that scientific knowledge is true. Faber and Faber Limited, London1946, 179 pp.	1948	13	3	145-145	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	A. Koyré. Épiménide le menleur (Ensemble et catégorie). Actualités scientifiques et industrielles 1021. Hermann & C ie , Paris1947, 42 pp.	1948	13	3	146-147	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Hugo Ribeiro	Bertrand Russell. Introducción a la filosofia matemática. Spanish translation of 11126 (3rd edn.) by Juan B. Molinari, with notes by Florencio D. Jaime. Editorial Losada, Buenos Aires1945, 287 pp.	1948	13	3	146-146	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Max Black	Jehoshua Bar-Hillel. The revival of ‘the Liar.”Philosophy and phenomenological research, vol. 8 no. 2 (1947), pp. 245–253. See erratum, Épiménide le menleur (Ensemble et catégorie) . Actualités scientifiques et industrielles 1021. Hermann & C ie , Paris 1947, 42, vol. 9 no. 1, p. 169.	1948	13	3	147-147	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	John Wild. An introduction to the phenomenology of signs. Philosophy and phenomenological research, vol. 8 no. 2 (1947), pp. 217–233.	1948	13	3	147-148	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	Arthur Pap. Semantic examination of realism. The journal of philosophy, vol. 44 (1947), pp. 561–575.	1948	13	3	148-149	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Frederic B. Fitch. On God and immortality. English with Spanish abstract. Philosophy and phenomenological research, vol. 81 no. 4 (1948), pp. 688–693.	1948	13	3	148-148	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ruth C. Barcan	Arthur Francis Smullyan. Modality and description. The journal of symbolic logic, vol. 13 (1948), pp. 31–37.	1948	13	3	149-150	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Max Black. The semantic definition of truth. Analysis (Oxford), vol. 8 no. 4 (n.s. no. 4) (1948), pp. 49–63.	1948	13	3	150-151	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	P. T. Geach. Designation and truth. Analysis, vol. 8 no. 6 (n. s. no. 6) (1948), pp. 93–96.	1948	13	3	151-152	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Max Black. A translation of Frege's Ueber Sinn und Bedeutung. Introductory note. The philosophical review, vol. 57 (1948), pp. 207–208.	1948	13	3	152-153	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Gottlob Frege. Aritmetica e logica. Translation and notes by L. Geymonat. Biblioca di cultura scientifica XVIII. Giulio Einaudi, Turin1948, 269 pp.	1948	13	3	153-153	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Wilhelm Ackermann	John G. Kemeny. Models of logical systems. The journal of symbolic logic, Bd. 13 (1948), S. 16–30.	1948	13	3	154-156	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Heinrich Scholz	Kurt Reidemeister. Anschauung als Erkenntnisquelle. Ebd., S. 197–210.	1948	13	3	154-154	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Heinrich Scholz	Paul F. Linke. Gottlob Frege als Philosoph. Zeitschrift für philosophische Forschung, Bd. 1 (1946–1947), S. 75–99.	1948	13	3	154-154	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Adrien Ledent. Le statut logique des propositions impératives. Theoria, vol. 8 (1942), pp. 262–271.	1948	13	3	156-156	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Ingemar Hedenius. Überzeugung und Urteil. Theoria, vol. 10 (1914), pp. 120–170.	1948	13	3	156-156	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. Von Wright	Victor Kraft. Logik und Erfahrung. Theoria, vol. 12 (1946), pp. 205–210.	1948	13	3	156-157	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	F. S. C. Northrop. The neurological and behavioristic psychological basis of the ordering of society by means of ideas. Science, vol. 107 (1948), pp. 411–417.	1948	13	3	157-158	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. Von Wright	Ludvig Lövestad. The structure of physical laws. Theoria, vol. 11 (19451), pp. 40–70.	1948	13	3	157-157	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
