author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Carl G. Hempel	J. H. Woodger. Science without properties. The British journal for the philosophy of science, vol. 2 no. 7 (1951), pp. 193–216.	1952	17	3	212-213	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Václav Edvard Beneš	W. V. Quine. On the consistency of “New foundations.”Proceedings of the National Academy of Sciences of the United States of America, vol. 37 (1951), pp. 538–540.	1952	17	3	212-212	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	Arthur W. Burks. A theory of proper names. Philosophical studies, vol. 2 (1951), pp. 36–45.	1952	17	3	213-214	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Yehoshua Bar-Hillel. A note on state-descriptions. Philosophical studies, vol. 2 (1951), pp. 72–75. - Rudolf Carnap. The problem of relations in inductive logic. Philosophical studies, vol. 2 (1951), pp. 75–80. - John G. Kemeny. Extension of the methods of inductive logic. Philosophical studies, vol. 3 (1952), pp. 38–42.	1952	17	3	214-215	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	Thompson M. Clarke. Reflections on likeness of meaning. Philosophical studies, vol. 3 (1952), pp. 9–13.	1952	17	3	215-216	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Anatol Rapoport. What is semantics?American scientist, vol. 40 (1952), pp. 123–135.	1952	17	3	216-217	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Norman M. Martin	H. Meyer. Ideologie en wetenschap (Ideology and science). IV Symposium, Haagse Societeit voor Culturele Samenwerking, pub. 1950, pp. 44–75. - E. J. E. Huffer, B. H. Kazemier, Ch. van Os, J. C. Opstelten, H. Rümke, H. Meyer. Discussie over de voordracht van H. Meyer (Discussion of th e paper of H. Meyer). IV Symposium, Haagse Societeit voor Culturele Samenwerking pub. 1950. pp. 122–131.	1952	17	3	217-218	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Martin Gardner. Logic machines. Scientific American, vol. 186 no. 3 (1952), pp. 68–73. - W. Mays. Letter. Scientific American, vol. 186 no. 6 (1952), pp. 2, 4.	1952	17	3	217-217	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Robert S. Brumbaugh. An Aristotelian defense of “non-Aristotelian” logics. The journal of philosophy, vol. 48 (1951), pp. 582–585.	1952	17	3	217-217	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	James K. Feibleman. The metaphysics of logical positivism. The review of metaphysics, vol. 5 no. 1 (1951), pp. 55–82.	1952	17	3	218-218	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Yin Fu-Sheng	Chang Hsei-Wu. Yüan-hsüeh hsiang ho ch'u ch'ü (Where is metaphysics going?). Che-hsüeh p'ing-lun (The philosophical review) (Shanghai), vol. 10 no. 4 (1947), pp. 29–37.	1952	17	3	219-219	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	G. Watts Cunningham. On the meaningfulness of vague language. The philosophical review, vol. 58 (1949), pp. 541–562.	1952	17	3	219-220	bibliographical notice / unattributed review	philosophy, language, and inductive logic	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
Yin Fu-Sheng	Wang Hao. Yü-yen ho hsing-shang-hsüeh (Language and metaphysics). Che-hsüeh p'ing-lun (The philosophical review) (Shanghai), vol. 10 no. 1 (1946), pp. 35–38.	1952	17	3	219-219	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Emmanuel G. Mesthene. On the status of the laws of logic. English with Spanish abstract. Philosophy and phenomenological research, vol. 10 no. 3 (1950), pp. 354–373.	1952	17	3	220-220	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Joshua C. Gregory. Heterological and homological. Mind, n.s. vol. 61 (1952), pp. 85–88.	1952	17	3	220-220	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1952	17	3	220-224	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
Charles A. Baylis	W. H. Walsh. A note on truth. Mind, n.s. vol. 61 (1952), pp. 72–74.	1952	17	3	220-220	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	A meeting of the Association for Symbolic Logic	1952	17	3	224-224	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	JSL volume 17 issue 4 Cover and Front matter and Errata	1952	17	4	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
J. C. Shepherdson	Inner models for set theory—Part II	1952	17	4	225-237	primary technical publication	set theory and foundations			mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
J. Barkley Rosser	The axiom of infinity in Quine's New Foundations	1952	17	4	238-242	primary technical publication	set theory and foundations	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Moh Shaw-Kwei	A note on the theory of quantification	1952	17	4	243-244	primary technical publication	general mathematical logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Haskell B. Curry	The permutability of rules in the classical inferential calculus	1952	17	4	245-248	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Haskell B. Curry	The elimination theorem when modality is present	1952	17	4	249-265	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified	technical-depth potentially sufficient		page-verified complete local full text
Wilhelm Ackermann	Frederic Brenton Fitch. Symbolic logic. An introduction. The Ronald Press Company, New York 1952, x + 238 S.	1952	17	4	266-268	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Raphael M. Robinson. Undecidable—rings. Transactions of the American Mathematical Society, Bd. 70 (1951), S.137–159.	1952	17	4	268-269	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Johannes Bendiek	Stanisław Jaśkowski. O interpretacjach zdan kategorycznych Arystotelesa w rachunku predykatów (On the interpretations of Aristotelian categorical propositions in the predicate calculus). Polnisch mit englischem Auszug. Ebd., Bd. 2 Heft 3 (1950), S.77–90.	1952	17	4	268-268	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Johannes Bendiek	Tadeusz Czeżowski. Przyczynek do sylogistyki Arystotelesa (Brentanowska teoria wnioskdw kategorycznych) (Contribution à la syllogistique d'Aristote (La théorie du raisonnement catégorique chez Breniano)). Polnisch mit französischem Auszug. Studia Societatis Scientiarum Torunensis, Sectio A, Bd. 2 Heft 2 (1950), S.65–76.	1952	17	4	268-268	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Raphael M. Robinson. Arithmetical definitions in the ring of integers. Proceedings of the American Mathematical Society, Bd. 2 (1951), S.279–284.	1952	17	4	269-270	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	A. V. Kuznécov. O primitivno rékursivnyh funkciáh bol'šogo razmaha (Über umfangsreiche primitiv-rekursive Funktionen). Doklady Akadémii Nauk SSSR, Bd. 71 (1950), S.233–236.	1952	17	4	270-271	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Raphael M. Robinson. Arithmetical definability of field elements. The journal of symbolic logic, Bd. 16 (1951), S.125–126.	1952	17	4	270-270	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	G. Hasenjaeger. Über ω-Unvollständigkeit in der Peano-Arithmelik. The journal of symbolic logic, vol. 17 (1952), pp. 81–97.	1952	17	4	271-272	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	I. I. Zégalkin (I. Gégalkine). Probléma razréšimosti na konéčnyh klassah (Sur le problème de la résolubilité pour les classes finies). Russian with French abstract. Moskovskij Gosudarstvénnyj Univérsitét, Učényé zapiski, no. 100 (Matématika, vol. 1) (1946), pp. 155–211.	1952	17	4	271-271	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
G. Kreisel	Paul Bernays. Über das Indukttonsschema in der rekursiven Zahlentheorie. Kontrolliertes Denken, Untersuchungen zum Logikkalkül und zur Logik der Einzelwissenschaften, rotaprint, Kommissions-Verlag Karl Alber, Munich 1951, pp. 10–17.	1952	17	4	272-273	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher	Ulrich Klug. Zur logischen Analyse der Kausalitätsformel im Strafrecht. Kontrolliertes Denken, Untersuchungen zum Logikkalkül und zur Logik der Einzelwissenschaften, rotaprint, Kommissions-Verlag Karl Alber, Munich 1951, pp. 65–72.	1952	17	4	273-274	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
David Nelson	Andrzej Mostowski. A classification of logical systems. Studia philosophica (Poznań), vol. 4 (for 1949–50, pub. 1951), pp. 237–274.	1952	17	4	274-275	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher	Ulrich Klug. Juristische Logik. Springer-Verlag, Berlin-Göttingen-Heidelberg, 1951, VIII + 160 pp.	1952	17	4	274-274	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Paul Lorenzen. Über endliche Mengen. Mathematische Annalen, vol. 123 (1951), pp. 331–338.	1952	17	4	275-276	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Paul F. Linke. Die mehrwertigen Logiken und das Wahrheitsproblem. (Vortrag gehalten auf dem Philosophen-Kongress in Garmisch-Partenkirchen, September 1947.) Zeilschrift für philosophische Forschung, vol. 3 (1948), pp. 378–398, 530–546.	1952	17	4	276-277	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Erik Götlind. A note on an article by R. K. P. Singh and R. Shukla. The mathematics student, vol. 19 no. 3–4 (for 1951, pub. 1952), pp. 120–121.	1952	17	4	277-277	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Helena Rasiowa	Eugen Gh. Mihailescu. Cercetǎri asupra subsistemelor calculului propoziţiilor (Researches on sub-systems of the propositional calculus). Roumanian, with abstracts in Russian and French. Studii şi cercetӑri matematice, Academia Republicii Populate Romane, Institutul de Matematica, vol. 2 (1951), pp. 1–44.	1952	17	4	277-278	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alan Rose	Takeo Sugihara. Negation in many-valued logic. Memoirs of Liberal Arts College, Fukui University, vol. 1 (1952), pp. 1–5.	1952	17	4	278-279	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	Alfred L. Foster, pk-rings and ring-logics. Annali delta Scuola Normale Superiore di Pisa, Scienze fisiche e matematiche, ser. 3 vol. 5 (1951), pp. 279–300.	1952	17	4	279-279	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	Max Bense. Charakteristik einer ternären Logik. Theoria, vol. 16 (1950), pp. 78–81. - Jürgen von Kempski. Senses Charakteristik einer ternären Logik. Theoria, vol. 16 (1950), pp. 152–153. - Albert Menne. Zu den triadischen bivalenten Aussagefunktoren. Theoria, vol. 18 (1952), pp. 66–69.	1952	17	4	279-280	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Arthur W. Burks	George W. Patterson. Logical syntax and transformation rules. Proceedings of a Second Symposium on Large-Scale Calculating Machinery (Cambridge, Mass., September 13–16, 1949), Harvard University Press, Cambridge, Mass., 1951, pp. 125–133.	1952	17	4	280-280	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher	Henry Hiż. On the inferential sense of contrary-to-fact conditionals. The journal of philosophy, vol. 48 (1951), pp. 586–587.	1952	17	4	280-280	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
George W. Patterson	Wilton R. Abbott. Computing logical truth with the California Digital Computer. Mathematical tables and other aids to computation, vol. 5 (1951), pp. 120–128.	1952	17	4	280-281	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	W. V. Quine. Two dogmas of empiricism. The philosophical review, vol. 60 (1951), pp. 20–43.	1952	17	4	281-283	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	Benson Mates. Analytic sentences. The philosophical review, vol. 60 (1951), pp. 525–534.	1952	17	4	283-283	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	R. M. Martin. On ‘analytic.’ Philosophical studies, vol. 3 (1952), pp. 42–47.	1952	17	4	283-284	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. G. N. Flew. Introduction. Essays on logic and language, edited and with an introduction by Antony Flew, Basil Blackwell, Oxford 1951, and Philosophical Library, New York 1951, pp. 1–10. - Gilbert Ryle. Systematically misleading expressions. Essays on logic and language, edited and with an introduction by Antony Flew, Basil Blackwell, Oxford 1951, and Philosophical Library, New York 1951, pp. 11–36. - Friedrich Waismann. Verifiability. Essays on logic and language, edited and with an introduction by Antony Flew, Basil Blackwell, Oxford 1951, and Philosophical Library, New York 1951, pp. 117–144. (Reprint of XII 101(2), with some modifications.)	1952	17	4	284-285	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Roderick M. Chisholm	Mary B. Hesse. Boole's philosophy of logic. Annals of science (London), vol. 8 (1952), pp. 61–81.	1952	17	4	285-285	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Norman M. Martin	R. Feys. Resultaten en mogelijkheden van de geformaliseerde logica (Results and possibilities of formalized logic). Flemish-Dutch, with French summary. Tijdschrift voor philosophie, vol. 12 (1950), pp. 227–245.	1952	17	4	285-286	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Norman M. Martin	E. W. Beth. Geschiedenis der logica (History of logic). Second, revised, edition of XI 96 (1). Servire's encyclopaedie, afdeling Logica, D 2/3. Servire, The Hague 1948, 91 pp.	1952	17	4	286-286	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Walter J. Feeney	E. W. Beth. Wijsbegeerte der wiskunde (Philosophy of mathematics). Dutch, with English Summary. Aspecten van de tijd, Een bundel wijsgerige studies, Van Gorcum & Comp., Assen 1950, pp. 181–197, 291–292.	1952	17	4	286-287	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Walter J. Feeney	E. W. Beth. De betekenis van het mathematisch grondslagenonderzoek voor het elemenlaire onderwijs in de wiskunde (The importance of mathematical foundational research for elementary instruction in mathematics). Euclides (Groningen), vol. 25 (1949–1950) pp. 294–299.	1952	17	4	287-287	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Hugo Ribeiro	E. W. Beth. La existencia de los entes matematicos. Notas y estudios de filosofía (Tucumán), vol. 2 no. 7–8 (1951), pp. 249–258.	1952	17	4	287-288	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Karl Egil Aubert	Arne Næss. En del elementære logiske emner (Some elementary logical topics). Eighth edition. Universitetets Studentkontor, Oslo 1950, 118 pp.	1952	17	4	288-288	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Karl Egil Aubert	Arne Næss. Inføring i logikk og metodelære (Introduction to logic and methodology). Filosofiske problemer no. 14. Second edition, mimeographed. Studentforlaget, Oslo 1951, IV + 181 pp.	1952	17	4	288-288	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Arne Næss. Nokre elementære logiske emne (Some elementary logical topics). 1. nynorske utg. Mimeographed. Universitetets Studentkontor, Oslo 1949, 91 pp. - E. J. E. Huffer. Logistiek en wetenschapsleer (Logistic and methodology of science). Tijdschrift voor philosophie, vol. 11 (1949), pp. 100–116. - R. Feys. Logica en wijsbegeerte van de wiskunde (Logic and philosophy of mathematics). Tijdschrift voor philosophie, vol. 13 (1951), pp. 303–314. - John Oulton Wisdom. Foundations of inference in natural science. Methuen & Co., London 1952, x + 240 pp. - Charles E. Bures. A critique of Hayakawa's ‘Language in thought and action.’ ETC.: A review of general semantics, vol. 9 no. 1 (1951), pp. 35–43. - S. I. Hayakawa. Reply to Professor Bures. ETC.: A review of general semantics, vol. 9 no. 1 (1951), pp. 43–50. - Anonymous. Inexhaustible. The New Yorker, 08 23, 1952, pp. 13–15.	1952	17	4	288-289	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	Konrad Marc-Wogau.. Modern logik. Elementär lärobok. (Modern logic. An elementary text-book.) Ehlins Handböcker, Stockholm 1950, 211 pp. [With separate sheet of Rättelser (Corrections).]	1952	17	4	288-288	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; E. J. E. Huffer; R. Feys	(Logistiek en wetenschapsleer) Logistic and Methodology of Science.	1952	17	4	289	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; C. Kim-Bradley	Astounding Science Fiction.	1952	17	4	289	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citation	1952	17	4	289-290	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	List of Officers and Members of the Association for Symbolic Logic	1952	17	4	291-298	association record	editorial/association apparatus				metadata only; full text not reached
M. H. Löb	Concatenation as basis for a complete system of arithmetic	1953	18	1	1-6	primary technical publication	unclassified from title metadata				metadata only; full text not reached
	JSL volume 18 issue 1 Cover and Back matter	1953	18	1	b1-b2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 18 issue 1 Cover and Front matter	1953	18	1	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
John Myhill	Criteria of constructibility for real numbers	1953	18	1	7-10	primary technical publication	unclassified from title metadata				metadata only; full text not reached
R. M. Martin	On truth and multiple denotation	1953	18	1	11-18	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Leon Henkin	Some notes on nominalism	1953	18	1	19-29	primary technical publication	philosophy, language, and inductive logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
William Craig	On axiomatizability within a system	1953	18	1	30-32	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Martin Davis	Arithmetical problems and recursively enumerable predicates	1953	18	1	33-41	primary technical publication	computability, recursion, and decidability	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
G. Hasenjaeger	Eine Bemerkung zu Henkin's Beweis für die Vollständigkeit des Prädikatenkalküls der ersten Stufe	1953	18	1	42-48	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Hao Wang	Certain predicates defined by induction schemata	1953	18	1	49-59	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
John Myhill	On the interpretation of the sign ‘⊃’	1953	18	1	60-62	primary technical publication	model theory and semantics	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Alan Rose	Conditioned disjunction as a primitive connective for the erweiterter Aussagenkalkül	1953	18	1	63-65	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Frederic B. Fitch	Alan Rose. An extension of the calculus of non-contradiction. Proceedings of the London Mathematical Society, ser. 2 vol. 54 part 3 (1952), pp. 184–200.	1953	18	1	66-67	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alfred L. Foster	Henry Löwig. On transitive Boolean relations. Czechoslovak mathematical journal, vol. 1 (76) no. 4 (1952), pp. 199–201.	1953	18	1	67-67	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; Nicholas Rescher	Thoralf Skolem. On the proofs of independence of the axioms of the classical sentential calculus. Det Kongelige Norske Videnskabers Selskab, Forhandlinger, vol. 24 (1951), pp. 20–25.	1953	18	1	67-67	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
George W. Patterson	D. M. McCallum and J. B. Smith. Feedback logical computors. Electronic engineering, vol. 23 (1951), pp. 458–461.	1953	18	1	68-68	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Edmund C. Berkeley. A summary of symbolic logic and its practical applications. Manifolded, unbound. Edmund C. Berkeley and Associates, New York1951, 24 pp. [With separate sheet of Errata, 1952.] - Edmund C. Berkeley. A summary of symbolic logic and its practical applications. Second printing, mimeographed pamphlet. Edmund C. Berkeley and Associates, New York1952, 24 pp.	1953	18	1	68-68	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
George W. Patterson	W. Mays. Mechanized reasoning. Electronic engineering, vol. 23 (1951), p. 278. - D. M. McCallum and J. B. Smith. The authors reply. Electronic engineering, vol. 23 (1951)	1953	18	1	68-69	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	R. C. Lyndon. Identities in two-valued calculi. Transactions of the American Mathematical Society, vol. 71 (1951), pp. 457–465.	1953	18	1	69-70	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	W. Mays and D. P. Henry. Exhibition of the work of W. Stanley Jevons. Nature, vol. 170 (1952), pp. 696–697.	1953	18	1	69-69	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
George W. Patterson	W. Mays and D. P. Henry. Logical machines. New light on W. Stanley Jevons. The Manchester guardian, no. 32677 (07 14, 1951), B, p. 4.	1953	18	1	69-69	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. Richard Büchi	Bjarni Jónsson and Alfred Tarski. Boolean algebras with operators. American journal of mathematics, vol. 73 (1951), pp. 891–939, and vol. 74 (1952), pp. 127–162.	1953	18	1	70-71	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. Richard Büchi	Hugo Ribeiro. A remark on Boolean algebras with operators. American journal of mathematics, vol. 74 (1952), pp. 163–167.	1953	18	1	71-71	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	H. Rasiowa. Algebraic treatment of the functional calculi of Heyting and Lewis. Fundamenta mathematicae, vol. 38 (for 1951, pub. 1952), pp. 99–126.	1953	18	1	72-73	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
J. Richard Büchi	Louise H. Chin and Alfred Tarski. Distributive and modular laws in the arithmetic of relation algebras. University of California publications in mathematics, n.s. vol. 1 no. 9 (1951), pp. 341–384.	1953	18	1	72-72	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Hartley Rogers	Andrzej Grzegorczyk. Undecidability of some topological theories. Fundamenta mathematicae, vol. 38 (for 1951, pub. 1952), pp. 137–152.	1953	18	1	73-74	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
G. Zubieta R.	Heinrich Behmann. Das Auflösungsproblem in der Klassenlogik. Archiv für mathematische Logik und Grundlagenforschung, vol. 1 no. 1 (1950), pp. 17–29, and vol. 1 no. 2 (1951), pp. 33–51; also Archiv für Philosophie, vol. 4 no. 1 (1950), pp. 97–109, and vol. 4 no. 2 (1951), pp. 193–211.	1953	18	1	74-75	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Kurt Schütte. Eine Bemerkung über quasirekursive Funktionen. Archiv für mathematische Logik und Grundlagenforschung, Bd. 1 Heft 2 (1951), S. 63–64; zugleich Archiv für Philosophie, Bd. 4 Heft 2 (1951), S. 223–224.	1953	18	1	75-76	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Wilhelm Ackermann	Kurt Schütte. Beweistheoretische Untersuchung der verzweigten Analysis. Mathematische Annalen, Bd. 124 (1952), S. 123–147.	1953	18	1	76-76	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Arnold Schmidt	Hao Wang. Logic of many-sorted theories. The journal of symbolic logic, Bd. 17 (1952), S. 105–116.	1953	18	1	77-77	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
William Craig	John Myhill. A derivation of number theory from ancestral theory. The journal of symbolic logic, Bd. 17 (1952), pp. 192–197.	1953	18	1	77-77	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Abner Shimony	Th. Skolem. Some remarks on the foundation of set theory. Proceedings of the International Congress of Mathematicians, Cambridge, Massachusetts, U.S.A., August 30-September 6, 1950, American Mathematical Society, Providence1952, Vol. I, pp. 695–704.	1953	18	1	77-78	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
J. Barkley Rosser	G. Kreisel. On the interpretation of non-finitist proofs. The journal of symbolic logic, vol. 16 (1951), pp. 241–267, and vol. 17 (1952), pp. 43–58. See Erratum, ibid., vol. 17, p. iv. - G. Kreisel. Some elementary inequalities. Koninklijke Nederlandse Akademie van Wetenschappen, Proceedings, series A, vol. 55 (1952), pp. 334–338; also Indagationes mathematicae, vol. 14 (1942), pp. 334–338.	1953	18	1	78-80	review	model theory and semantics	review-of-record entry reached			partial local page image; p. 78 reached, pp. 79-80 not reached
J. C. C. McKinsey	Haskell B. Curry. Outlines of a formalist philosophy of mathematics. Studies in logic and the foundations of mathematics. North-Holland Publishing Company, Amsterdam1951, VIII + 75 pp.	1953	18	1	80-81	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	I. M. Bocheński. Ancient formal logic. Studies in logic and the foundations of mathematics. North-Holland Publishing Company, Amsterdam1951, VII + 1 + 122 pp.	1953	18	1	81-82	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Stefan Bauer-Mengelberg	Die philosophische Konferenz in Jena. Fruchtbare wissenschaftliche Diskussion über Probleme der formalen und mathematischen Logik und des dialektischen Materialismus. Neues Deutschland (Berlin), vol. 6 no. 276 (11. 28, 1951), Ausgabe A, p. 4.	1953	18	1	82-83	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Roderick M. Chisholm	Max Bense. Die Philosophie. Zwischen den Beiden Kriegen, Bd. I. Suhrkamp Verlag, Frankfurt am Main1951, 470 pp.	1953	18	1	82-82	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
George L. Kline	B. M. Kédrov. Ob otnošénii logiki k marksizmu (On the relation of logic to Marxism). Voprosy filosofii, no. 4 (1951), pp. 212–227. - V. K. Astaf'év. O dvuh stupénáh v razvitii logiki (On the two stages in the development of logic). Voprosy filosofii, no. 4 (1951), pp. 227–231. - B. I. Lozovskij. O logiké formal'noj i logiké dialéktičéskoj (On formal logic and dialectical logic). Voprosy filosofii, no. 4 (1951), pp. 232–238. - V. P. Rožin. Néskol'ko zaméčanij po spornym voprosam logiki (A few remarks on controversial questions of logic). Voprosy filosofii, no. 4 (1951), pp. 238–241. - A. N. Mitrofanov. Kratkij obzor néopublikovannyh statéj po logiké (A brief survey of unpublished articles on logic). Voprosy filosofii, no. 5 (1951), pp. 153–163. - Kitogam obsuždéniá voprosov logiki (Summing up the results of the discussion on questions of logic). Voprosy filosofii, no. 6 (1951), pp. 143–149.	1953	18	1	83-86	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
