author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
W. V. Quine; Nelson Goodman	Elimination of extra-logical postulates	1940	5	3	104-109	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
J. C. C. McKinsey	Proof that there are infinitely many modalities in Lewis's system S 2	1940	5	3	110-112	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
Laurence J. Lafleur	Henry S. Leonard and Nelson Goodman. The calculus of individuals and its uses. The journal of symbolic logic, vol. 5 (1940), pp. 45–55.	1940	5	3	113-114	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Alonzo Church. A formulation of the simple theory of types. The journal of symbolic logic, vol. 5 (1940), pp. 56–68.	1940	5	3	114-115	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Barkley Rosser	Alfred Takski. On undecidable statements in enlarged systems of logic and the concept of truth. The journal of symbolic logic, vol. 4 (1939), pp. 105–112. - Andrzej Mostowski. Bemerkungen turn Begriff der inhaltlichen Widerspruchsfreiheit. The journal of symbolic logic, vol. 4 (1939), pp. 113–114.	1940	5	3	115-116	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Kurt Gödel. The consistency of the axiom of choice and of the generalized continuum-hypothesis. Proceedings of the National Academy of Sciences, vol. 24 (1938), pp. 556–557.	1940	5	3	116-117	review	set theory and foundations	review-of-record entry reached		mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
Paul Bernays	Kurt Gödel. Consistency-proof for the generalized continuum-hypothesis. Proceedings of the National Academy of Sciences, vol. 25 (1939), pp. 220–224.	1940	5	3	117-118	review	set theory and foundations	review-of-record entry reached		mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
Andrew Ushenko	V. N. Molodšij. Zaméčaniá k stat′é L. P. Gokiéli “O ponálii funkcii” (Remarks on the article L. P. Gokiéli “O ponátii funkcii”). Trudy Tbilisskogo Matématičéskogo Instituta (Travaux de l'Institut Mathématique de Tbilissi), vol. 6 (1939), pp. 1–14. - L. P. Gokiéli. O matématiké “vozmožnosti” i matématiké “déjstvitél′nosti” (On the mathematics “of possibility” and the mathematics “of actuality”). Proceedings of the National Academy of Sciences, vol. 24 (1938), pp. 15–96.	1940	5	3	118-119	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	D. A. Bochvar. Über einen Aussagenkalkül mit abzählbaren logischen Summen und Produkten. Matématičéskij sbornik (Recueil mathématique), n. s. vol. 7 (1940), pp. 65–100.	1940	5	3	119-119	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. Errera. Sur les fondements de l'arithmétique. Comptes rendus du Congrès des Sciences Mathématiques de Liége (17–22 juillet 1939), Georges Thone, Liége, pp. 123–127.	1940	5	3	119-120	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	Abraham Kaplan and Irving M. Copilowish. Must there be propositions?Mind, n. s. vol. 48 (1939), pp. 478–484.	1940	5	3	120-120	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	D. Mordoukhay-Boltovskoy. Sur les syllogismes en logique et les hypersyllogismes en métalogique. Bulletin de la Société Physico-mathématique de Kazan, ser. 3 vol. 10 (1938), pp. 161–172.	1940	5	3	120-120	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	E. Abita. Nuovi indirritzi della logica formale. Esercitazioni matematiche, vol. 12 (1940), pp. 88–99.	1940	5	3	120-120	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	Max Black. Some problems connected with language. Proceedings of the Aristotelian Society, vol. 39 (1938–1939), pp. 43–68.	1940	5	3	120-121	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	M. Black. Comments on a recent version of phenomenalism. Analysis, vol. 7 no. 1 (121939), pp. 1–12.	1940	5	3	121-121	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Daniel J. Bronstein	Norman Malcolm. Are necessary propositions really verbal?Mind, n. s. vol. 49 (1940), pp. 189–203.	1940	5	3	121-122	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Maurice Fréchet. The diverse definitions of probability. The journal of unified science (Erkenntnis) vol. 8 (1939), pp. 7–23.	1940	5	3	122-123	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Hans Reichenbach. Über die semantische und die Objekt-Auffassung von Wahrscheinlichkeitsausdrücken. The journal of unified science (Erkenntnis) vol. 8 (1939), pp. 50–68.	1940	5	3	123-123	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Hilda Geiringer. Über die Wahrscheinlichkeit von Hypothesen. The journal of unified science (Erkenntnis) vol. 8 (1939), pp. 151–176.	1940	5	3	123-124	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Hans Reichenbach. Bemerkungen zur Hypothesenwahrscheinlichkeit. The journal of unified science (Erkenntnis) vol. 8 (1939), pp. 256–260.	1940	5	3	124-124	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
M. W. Gross	Louis Rougier. La relalivité de la logique. The journal of unified science (Erkenntnis) vol. 8 (1939), pp. 193–217.	1940	5	3	124-124	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
M. W. Gross	Jørgen Jørgensen. Reflexions on logic and language. The journal of unified science (Erkenntnis) vol. 8 (1939), pp. 218–228.	1940	5	3	124-125	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey; H. M. Johnson	Rival Principles of Causal Explanation in Psychology.	1940	5	3	125	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Garrett Birkhoff	Eugen Gh. Mihailescu. Recherches sur l'équivalence, la négation et la réciprocité dans le calcul des propositions. Mathematica (Cluj), vol. 15 (1939), pp. 81–118.	1940	5	3	125-125	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	H. M. Johnson. Rival principles of causal explanation in psychology. The psychological review, vol. 46 (1939), pp. 493–516.	1940	5	3	125-125	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Karl Britton. Structure of language and structure of fact. Psyche (London), vol. 17 (1937), pp. 67–91.	1940	5	3	125-125	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Ákos Pauler. Logikai alapelv és mathematikai axióma. (Logisches Grundprinzip und mathematisches Axiom.) Athenaeum, Bd. 22 (1936), S. 18–78.	1940	5	3	125-125	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Wilhelm Ackermann. Zur Widerspruchsfreiheit der Zahlentheorie. Mathematische Annalen, Bd. 117 (1940), S. 162–194.	1940	5	3	125-127	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Leopold Löwenheim. Einkleidung der Mathematik in Schöderschen Relativkalkul. The journal of symbolic logic, vol. 5 (1940), pp. 1–15.	1940	5	3	127-128	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	T. S. Broderick. On proving certain properties of the primes by means of the methods of pure number theory. Proceedings of the Royal Irish Academy, section A, vol. 46 (1940), pp. 17–24.	1940	5	3	128-130	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1940	5	3	130-132	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	Notice of a meeting of the Association	1940	5	3	132-132	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	JSL volume 5 issue 4 Cover and Front matter	1940	5	4	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1940	5	4	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Janina Hosiasson-Lindenbaum	On confirmation	1940	5	4	133-148	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
J. C. C. McKinsey	A correction to Lewis and Langford's Symbolic logic	1940	5	4	149-149	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
James Dugundji	Note on a property of matrices for Lewis and Langford's calculi of propositions	1940	5	4	150-151	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Alonzo Church	E. T. Bell. The development of mathematics. McGraw-Hill Book Co., New York and London1940, xiii + 583 pp.	1940	5	4	152-153	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Jean Cavaillés. Du collectif au pari. A propos de quelqttes théories récentes sur les probabilités. Revue de métaphysique et de morale, vol. 47 (1940), pp. 139–163.	1940	5	4	153-153	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arhur H. Copeland	B. O. Koopman. The axioms and algebra of intuitive probability. Annals of mathematics, ser. 2 vol. 41 (1940), pp. 269–292.	1940	5	4	153-154	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	F. Bachmann. Aufbau des Zahlensystems. Enzyklopädie der mathematischen Wissenschaften mit Einschluss ihrer Anwendungen, Band I. Algebra und Zahlentheorie, Teil 1., Heft 2., B. G. Teubner, Leipzig1939—article A3, 28 pp. - K. Knopp. Darstellung der reellen Zahlen durch Grenzprozesse. Enzyklopädie der mathematischen Wissenschaften mit Einschluss ihrer Anwendungen, Band I. Algebra und Zahlentheorie, Teil 1., Heft 2., B. G. Teubner, Leipzig1939—article A4, 30 pp. - E. Kamke. Allgemeine Mengenlehre. Enzyklopädie der mathematischen Wissenschaften mit Einschluss ihrer Anwendungen, Band I. Algebra und Zahlentheorie, Teil 1., Heft 2., B. G. Teubner, Leipzig1939—article A5, 56 pp.	1940	5	4	154-155	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	E. Livenson. On the realization of Boolean algebras by algebras of sets. Matématičéskij sbornik (Recueil mathématique), n. s. vol. 7 no 2 (1940), pp. 309–312.	1940	5	4	155-155	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	H. Hermes and G. Köthe. Die Theorie der Verbände. Enzyklopädie der mathematischen Wissenschaften mit Einschluss ihrer Anwendungen, Band I. Algebra und Zahlentheorie, Band I., Teil 1., Heft 5., article B13, 28 pp.	1940	5	4	155-155	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
P. Lagerström	R. P. Dilworth. On complemented lattices. The Tôhoku mathematical journal, vol. 47 part 1 (031940), pp. 18–23.	1940	5	4	155-155	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Garrett Birkhoff. Lattice theory. American Mathematical Society Colloquium publications, vol. 25. American Mathematical Society, New York1940, v + 155 pp.	1940	5	4	155-157	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Nelson Goodman	Caspar Nink. Die mathematisch-logistische Symbolsprache in philosophischer Sicht. Scholastik, vol. 15 (1940), pp. 57–62.	1940	5	4	157-157	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Jean Piaget. Le groupement additif des rélations transitives asymétriques. Revue de théologie et de philosophie, n.s., vol. 28 (1940), pp. 146–152.	1940	5	4	157-157	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Jean Piaget. Les groupes de la logistique et la réversibilité de la pensée. Revue de théologie et de philosophie, n.s. vol. 27 (1939), pp. 291–292.	1940	5	4	157-157	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	L. S. Johnston. Another form of the Russell paradox. The American mathematical monthly, vol. 47 (1940), p. 474.	1940	5	4	157-157	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
R. Carnap	S. C. Kleene. On the term ‘analytic’ in logical syntax. Preprinted for the members of the Fifth International Congress for the Unity of Science, Cambridge, Mass., 1939, as from The journal of unified science, vol. 9; 4 pp.	1940	5	4	157-158	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Daniel J. Bronstein	Karl Britton. The description of logical properties. Analysis, vol. 7 no. 2 (061940), pp. 40–45.	1940	5	4	158-158	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Daniel J. Bronstein	Margaret MacDonald. Necessary propositions. Analysis, vol. 7 no. 2 (061940), pp. 45–51.	1940	5	4	158-158	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Brand Blanshard. The nature of thought. Chapter xxviii, Empiricism and necessity; Chapter xxix, Formalism and necessity ; Chapter xxx, Logical positivism and necessity . Vol. 2, The Macmillan Company, New York1940, pp. 335–427.	1940	5	4	159-159	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
C. G. Hempel	Marjorie S. Harris. Symbolic logic and esthetics. The journal of philosophy, vol. 37 (1940), pp. 533–546.	1940	5	4	159-159	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Manfred Moritz. Zur Logik der Frage. Theoria, vol. 6 (1940), pp. 123–149.	1940	5	4	159-160	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Morton G. White	G. H. von Wright. On probability. Mind, n.s. vol. 49 (1940), pp. 265–283.	1940	5	4	160-160	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	William Barrett. The present state of the problem of induction. Theoria, vol. 6 (1940), pp. 150–157.	1940	5	4	160-160	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Norman Malcolm. The nature of entailment. Mind, n.s. vol. 49 (1940), pp. 333–347.	1940	5	4	160-161	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	E. Toms. Fact and entailment. Mind, n.s. vol. 49 (1940), pp. 451–455.	1940	5	4	161-161	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	H. D. Oakeley. Epistemology and the logical syntax of language. Mind, n.s. vol. 49 (1940), pp. 427–444.	1940	5	4	161-161	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	C. J. Ducasse. Concerning the status of so-called “pseudo-object” sentences. The journal of philosophy, vol. 37 (1940), pp. 309–324.	1940	5	4	161-162	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. I. Melden. Thought and its objects. Philosophy of science, vol. 7 (1940), pp. 434–441.	1940	5	4	162-163	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Willard Van Orman Quine. Mathematical logic. W. W. Norton & Company, New York1940, xiii + 348 pp.	1940	5	4	163-164	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Roman Ingarden. Analiza zdania warunkowego (Analysis of the conditional proposition). Sprawozdania Poznańskiego Towarzystwa Przyjaciól Nauk, vol. 10 (1936), pp. 17–27.	1940	5	4	164-165	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Kazimierz Ajdukiewicz. Empiryczny fundament poznania (The empirical basis of knowledge). Sprawozdania Poznańskiego Towarzystwa Przyjaciól Nauk, vol. 10 (1936), pp. 27–31.	1940	5	4	165-165	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Leon Chwistek. Podstawy ogólnej teorii klas (Foundations of the general theory of classes). Sprawozdania Towarzystwa Naukowego we Lwowie, vol. 17 (1937), pp. 247–249.	1940	5	4	165-165	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Leon Chwistek. Krytyka pojęcia zmiennej w systemie semantyki racjonalnej (Remarques critiques concernant la notion de la variable dans le syslème de la simantique rationnelle). Archiwum Towarzystwa Naukowego we Lwowie, Dział III, vol. 9 (1938), pp. 283–334.	1940	5	4	166-166	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Maria Kokoszyńska. W spraurie walki z metafizyka (La lutte contre la métaphysique). Przegląd filozoficzny, vol. 41 (1938), pp. 9–24.	1940	5	4	166-167	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Helen Brodie	Izydora Dąmbska. Z semantyki zdań warunkowych (Problèmes sémantiques concernant les propositions conditionelles). Przegląd filozoficzny, vol. 41 (1938), pp. 241–267.	1940	5	4	167-167	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	J. C. C. McKinsey. Postulates for the calculus of binary relations. The journal of symbolic logic, vol. 5 (1940), pp. 86–97.	1940	5	4	167-168	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
C. A. Baylis	Franz Hlucka. Ueber den Erkenntniswert der formalen Logik. Sophia (Naples), vol. 7 (1939), pp. 1–20. See Errata , ibid., p. 254.	1940	5	4	168-168	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	G. Pólya. Sur les types des propositions composées. The journal of symbolic logic, vol. 5 (1940), pp. 98–103.	1940	5	4	168-168	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Claro C. Dassen. Vida y obra de Luis Couturat. Anales de la Academia National de Ciencias Exactas, Físicas y Naturales de Buenos Aires, vol. 4 (1939), pp. 73–204.	1940	5	4	168-169	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1940	5	4	169-170	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	Institutional contributing subscribers to the Journal of Symbolic Logic	1940	5	4	171-171	association record	editorial/association apparatus				metadata only; full text not reached
	List of officers and members of the Association for Symbolic Logic	1940	5	4	172-176	association record	editorial/association apparatus				metadata only; full text not reached
	Index of reviews by subjects	1940	5	4	177-186	review index	editorial/association apparatus				metadata only; full text not reached
	JSL volume 5 issue 4 Cover and Back matter	1940	5	4	b1-b2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 6 issue 1 Cover and Front matter	1941	6	1	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1941	6	1	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Paul Bernays	A system of axiomatic set theory—Part II	1941	6	1	1-17	primary technical publication	set theory and foundations		technical-depth potentially sufficient		metadata only; full text not reached
Frederic B. Fitch	Closure and Quine's *101	1941	6	1	18-22	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
George D. W. Berry	On Quine's axioms of quantification	1941	6	1	23-27	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Paul Henle	James MacKaye. The logic of language. Edited by Albert William Levi; foreword by William Pepperell Montague. Dartmouth College Publications, Hanover, N. H., 1939, 303 pp.	1941	6	1	28-29	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Bertrand Russell. An inquiry into meaning & truth. W. W. Norton & Company, New York1940; George Allen & Unwin, London 1940; 445 pp.	1941	6	1	29-30	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Alfred Tarski. Introduction to logic and to the methodology of deductive sciences. Enlarged and revised edition, translated by Olaf Helmer. Oxford University Press, New York1941, xviii + 239 pp.	1941	6	1	30-32	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Heinrich Scholz. Was ist Philosophie? Der erste und der letzte Schritt auf dem Wege zu ihrer Selbstbestimmung. Frege-Studien, Schriften zur Grundlagenforschung und zur Geschichte der Logik, no. 1. Limbach, Berlin1940, 55 pp.	1941	6	1	32-34	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	F. Creedy. Human nature writ large. University of North Carolina Press, Chapel Hill, N. C., 1939, ii + 484 pp.	1941	6	1	34-34	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	B. O. Koopman. The bases of probability. Bulletin of the American Mathematical Society, vol. 46 (1940), pp. 763–774.	1941	6	1	34-35	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	D. Morduhai-Boltovskoi. Insolubiles in Scholastica et paradoxos de infinito de nostro tempore. Wiadomości matematyczne, vol. 47 (1939), pp. 111–117.	1941	6	1	35-35	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Eric Toms. The law of excluded middle. Philosophy of science, vol. 8 (1941), pp. 33–38.	1941	6	1	35-35	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	Ernst Foradori. Teiltheorie und Verbände. Deutsche Mathematik, vol. 5 (1940) pp. 37–43.	1941	6	1	35-35	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	Hans Hermes. Definite Begriffe und berechenbare Zahlen. Semester-Berichte (Münster i. W.), 10. Semester, Sommer1937, pp. 110–123.	1941	6	1	35-35	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Henle	Casimir Lewy. Logical necessity. The philosophical review, vol. 49 (1940), pp. 62–68.	1941	6	1	36-36	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. A. Baylis	Felix Kaupmann. Truth and logic. Philosophy and phenomenological research, vol. 1 no. 1 (1940), pp. 59–69.	1941	6	1	36-36	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Katsumi Nakamura. Zum logischen Funktionsbegriffe des Wiener Kreises. Kachi to shikô (Value and thinking), by Katsumi Nakamura, Tokyo1939, pp. 157–183. Reprint of Logikdes “ Wiener Kreises” und Logikder Gestalttheorie , The Japanese journal of psychology , n. s. vol. 10 no. 1 (1935).	1941	6	1	36-36	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Clark L. Hull; Carl I. Hovland; Robert T. Ross; Marshall Hall; Donald T. Perkins; Frederic B. Fitch	Mathematico-Deductive Theory of Rote Learning.	1941	6	1	37	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
W. T. Parry	James Dugundji. Note on a property of matrices for Lewis and Langford's calculi of propositions. The journal of symbolic logic, vol. 5 (1940), pp. 150–151.	1941	6	1	37-37	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	William Wernick. Functional dependence in the calculus of propositions. The American mathematical monthly, vol. 47 (1940), pp. 602–605.	1941	6	1	37-37	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Barkley Rosser	W. V. Quine and Nelson Goodman. Elimination of extra-logical postulates. The journal of symbolic logic, vol. 5 (1940), pp. 104–109.	1941	6	1	37-37	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1941	6	1	37-38	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
Charles A. Baylis	Sixth meeting of the Association for Symbolic Logic	1941	6	1	39-39	meeting report	editorial/association apparatus				metadata only; full text not reached
	Abstracts of papers	1941	6	1	39-40	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	Errata	1941	6	1		errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 6 issue 2 Cover and Front matter	1941	6	2	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1941	6	2	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Haskell B. Curry	A revision of the fundamental rules of combinatory logic	1941	6	2	41-53	primary technical publication	general mathematical logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Haskell B. Curry	Consistency and completeness of the theory of combinators	1941	6	2	54-61	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
W. V. Quine	Charles Serrus. Essai sur la signification de la logique. Nouvelle encyclopédie philosophique. Félix Alcan, Paris1939, 155 pp.	1941	6	2	62-63	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	Janina Hosiasson-Lindenbaum. On confirmation. The journal of symbolic logic, vol. 5 (1940), pp. 133–148.	1941	6	2	63-63	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	E. W. Beth. De logistiek als voortzetting van de traditionele formele logica (Logistic as a continuation of traditional formal logic). Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, vol. 34 (1940–1941), pp. 53–68; also Annalen van het Genootschap voor Wetenschappelijke Philosophie , vol. 11 (1941), pp. 1–16.	1941	6	2	63-64	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Sigmund Koch. The logical character of the motivation concept. Psychological review, vol. 48 (1941), pp. 15–38, 127–154.	1941	6	2	64-64	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	W. F. Floyd. Heterogony in cell hierarchies. Growth, vol. 4 (1940), pp. 241–244.	1941	6	2	64-64	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Gustav Bergmann and Kenneth W. Spence. Operationism and theory in psychology. Psychological review, vol. 48 (1941), pp. 1–14.	1941	6	2	64-65	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Evert Beth	Albert Görland. “Reine Logik”?Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, Bd. 34 (1940–1941), S. 97–124; auch: Annalen van het Genootschap voor Wetenschappelijke Philosophie , Bd. 11 (1941), S. 17–44.	1941	6	2	65-65	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Shizuo Kakutani	Katsumi Nakamura. Kindai-kikagaku ni yoru hitotu no teigi no sikata (On a mode of definition in geometry—on implicit definition). Kagahu-hyooron (The scientific review), vol. 2 (1937), pp. 36–41.	1941	6	2	65-65	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Shizuo Kakutani	Katsumi Nakamura. Sûgakuteki ronrigaku ni okeru “isomorphy” ni tuite (On the concept of isomorphism in mathematical logic). Kagahu-hyooron (The scientific review), vol. 1 (1936), pp. 11–17.	1941	6	2	65-65	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Oswald Teichmüller. Braucht der Algebraiker das Auswahlaxiom?Deutsche Mathematik, Bd. 4 (1939), S. 567–577.	1941	6	2	65-66	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Everett H. Larguier. Brouwerian philosophy of mathematics. Scripta mathematica, vol. 7 (for 1940, pub. 1941), pp. 69–78.	1941	6	2	66-66	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Hans Reichenbach. Note on probability implication. Bulletin of the American Mathematical Society, vol. 47 (1941), pp. 265–267.	1941	6	2	66-66	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Morton G. White	D. A. T. Gasking. Mathematics and the world. The Australasian journal of psychology and philosophy, vol. 18 (1940), pp. 97–116.	1941	6	2	66-67	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Leonard J. Eslick. Grammatical and logical form. The new scholasticism, vol. 13 (1939), pp. 233–244.	1941	6	2	67-67	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	W. B. Gallie. An interpretation of causal laws. Mind, n.s. vol. 48 (1939), pp. 409–426.	1941	6	2	67-68	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
